
---------- Begin Simulation Statistics ----------
simSeconds                                   0.103886                       # Number of seconds simulated (Second)
simTicks                                 103886377500                       # Number of ticks simulated (Tick)
finalTick                                103886377500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    374.37                       # Real time elapsed on the host (Second)
hostTickRate                                277499004                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     680436                       # Number of bytes of host memory used (Byte)
simInsts                                    100000004                       # Number of instructions simulated (Count)
simOps                                      101177153                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   267118                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     270262                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        207772984                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               2.071000                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.482859                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       134812017                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      894                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      124181549                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 210143                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             33635704                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          24723199                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 113                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           203603097                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.609920                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.320065                       # Number of insts issued each cycle (Count)
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6                 77239                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::6              8288119                       # Write request sizes (log2) (Count)
system.mem_ctrls.rdQLenPdf::0                   43850                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::1                   22915                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::2                    3405                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::3                     187                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::4                      31                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::5                       6                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::6                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::15                  61546                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::16                 113449                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::17                 212112                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::18                 202773                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::19                 299694                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::20                 365032                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::21                 435657                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::22                 421926                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::23                 520853                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::24                 502434                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::25                 593266                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::26                 541636                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::27                 499726                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::28                 475731                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::29                 496544                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::30                 418619                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::31                 306833                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::32                 345840                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::33                 206445                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::34                 173992                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::35                  87443                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::36                  66076                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::37                  48568                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::38                  26862                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::39                  30360                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::40                  26160                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::41                  33525                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::42                  34533                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::43                  33637                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::44                  39046                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::45                  37057                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::46                  41995                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::47                  35129                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::48                  35263                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::49                  35219                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::50                  31679                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::51                  38328                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::52                  33512                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::53                  38109                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::54                  40843                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::55                  32016                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::56                  38235                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::57                  38988                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::58                  34569                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::59                  44578                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::60                  49774                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::61                  19725                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::62                  16582                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::63                  22408                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.rdPerTurnAround::samples        64047                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::mean       1.098709                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::stdev     14.926622                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::0-127         64036     99.98%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::128-255           10      0.02%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::3456-3583            1      0.00%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::total         64047                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.wrPerTurnAround::samples        64047                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::mean     129.347401                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::gmean    114.395564                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::stdev     58.121039                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::16-23          3049      4.76%      4.76% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::24-31            17      0.03%      4.79% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::32-39            48      0.07%      4.86% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::40-47            20      0.03%      4.89% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::48-55          3147      4.91%      9.81% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::56-63            75      0.12%      9.92% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::64-71           167      0.26%     10.18% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::72-79           683      1.07%     11.25% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::80-87          4837      7.55%     18.80% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::88-95           582      0.91%     19.71% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::96-103          368      0.57%     20.29% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::104-111          312      0.49%     20.77% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::112-119         6379      9.96%     30.73% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::120-127          134      0.21%     30.94% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::128-135        33242     51.90%     82.85% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::136-143          819      1.28%     84.12% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::144-151         1557      2.43%     86.56% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::152-159           59      0.09%     86.65% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::160-167          206      0.32%     86.97% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::168-175          758      1.18%     88.15% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::176-183          467      0.73%     88.88% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::184-191          419      0.65%     89.54% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::192-199          567      0.89%     90.42% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::200-207          141      0.22%     90.64% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::208-215            7      0.01%     90.65% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::216-223           32      0.05%     90.70% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::224-231          609      0.95%     91.65% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::232-239          724      1.13%     92.78% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::240-247          444      0.69%     93.48% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::248-255          580      0.91%     94.38% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::256-263          431      0.67%     95.06% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::264-271          103      0.16%     95.22% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::272-279          833      1.30%     96.52% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::280-287          433      0.68%     97.19% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::288-295          474      0.74%     97.93% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::296-303          377      0.59%     98.52% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::304-311          313      0.49%     99.01% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::312-319           84      0.13%     99.14% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::352-359           22      0.03%     99.18% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::360-367          182      0.28%     99.46% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::368-375          236      0.37%     99.83% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::376-383          109      0.17%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::384-391            1      0.00%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::total         64047                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.bytesReadWrQ                  438080                       # Total number of bytes read from write queue (Byte)
system.mem_ctrls.bytesReadSys                 4943296                       # Total read bytes from the system interface side (Byte)
system.mem_ctrls.bytesWrittenSys            530439616                       # Total written bytes from the system interface side (Byte)
system.mem_ctrls.avgRdBWSys              47583678.62042355                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.avgWrBWSys              5105959306.35852623                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.totGap                  103885748500                       # Total gap between requests (Tick)
system.mem_ctrls.avgGap                      12418.57                       # Average gap between requests ((Tick/Count))
system.mem_ctrls.requestorReadBytes::cpu.inst      1131200                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorReadBytes::cpu.data      3374016                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorWriteBytes::writebacks    530196032                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrls.requestorReadRate::cpu.inst 10888819.373839462176                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorReadRate::cpu.data 32477944.473518677056                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorWriteRate::writebacks 5103614590.854320526123                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrls.requestorReadAccesses::cpu.inst        17675                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorReadAccesses::cpu.data        59564                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorWriteAccesses::writebacks      8288119                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrls.requestorReadTotalLat::cpu.inst    593139500                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorReadTotalLat::cpu.data   2286098250                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorWriteTotalLat::writebacks 3193567932250                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrls.requestorReadAvgLat::cpu.inst     33558.10                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorReadAvgLat::cpu.data     38380.54                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorWriteAvgLat::writebacks    385318.78                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrls.dram.bytesRead::cpu.inst      1131200                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::cpu.data      3812096                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::total        4943296                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::cpu.inst      1131200                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::total      1131200                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesWritten::writebacks    530439616                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.bytesWritten::total    530439616                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.numReads::cpu.inst        17675                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::cpu.data        59564                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::total           77239                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::writebacks      8288119                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::total        8288119                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.bwRead::cpu.inst       10888819                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::cpu.data       36694859                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::total          47583679                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::cpu.inst     10888819                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::total      10888819                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::writebacks   5105959306                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::total       5105959306                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::writebacks   5105959306                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.inst      10888819                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.data      36694859                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::total       5153542985                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.readBursts                70394                       # Number of DRAM read bursts (Count)
system.mem_ctrls.dram.writeBursts             8284313                       # Number of DRAM write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::0         3328                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::1         5897                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::2         2961                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::3         7519                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::4         7705                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::5         4585                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::6         4122                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::7         3767                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::8         3730                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::9         4414                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::10         3882                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::11         3108                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::12         2772                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::13         3438                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::14         6289                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::15         2877                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::0       517536                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::1       518216                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::2       517544                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::3       518311                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::4       519045                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::5       518258                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::6       517568                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::7       517693                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::8       517736                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::9       517586                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::10       517798                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::11       517515                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::12       517271                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::13       517470                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::14       517425                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::15       517341                       # Per bank write bursts (Count)
system.mem_ctrls.dram.totQLat              1559350250                       # Total ticks spent queuing (Tick)
system.mem_ctrls.dram.totBusLat             351970000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrls.dram.totMemAccLat         2879237750                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrls.dram.avgQLat                22151.75                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgBusLat               5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgMemAccLat           40901.75                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.readRowHits               46407                       # Number of row buffer hits during reads (Count)
system.mem_ctrls.dram.writeRowHits            7749263                       # Number of row buffer hits during writes (Count)
system.mem_ctrls.dram.readRowHitRate            65.92                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrls.dram.writeRowHitRate           93.54                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrls.dram.bytesPerActivate::samples       559035                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::mean   956.471634                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::gmean   862.906311                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::stdev   233.868590                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::0-127        25932      4.64%      4.64% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::128-255         7304      1.31%      5.95% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::256-383         3469      0.62%      6.57% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::384-511         2062      0.37%      6.93% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::512-639         2466      0.44%      7.38% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::640-767         1910      0.34%      7.72% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::768-895         1884      0.34%      8.05% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::896-1023         4554      0.81%      8.87% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::1024-1151       509454     91.13%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::total       559035                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesRead               4505216                       # Total bytes read (Byte)
system.mem_ctrls.dram.bytesWritten          530196032                       # Total bytes written (Byte)
system.mem_ctrls.dram.avgRdBW               43.366764                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.avgWrBW             5103.614591                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.peakBW                 12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
system.mem_ctrls.dram.busUtil                   40.21                       # Data bus utilization in percentage (Ratio)
system.mem_ctrls.dram.busUtilRead                0.34                       # Data bus utilization in percentage for reads (Ratio)
system.mem_ctrls.dram.busUtilWrite              39.87                       # Data bus utilization in percentage for writes (Ratio)
